Tool ID,In SR or is Standalone?,1st Level Code,2nd Level Code,3rd Level Code,4th Level Code,Normalised Criterion,Appraisal (A) or Reporting (R) Mode,"Original, Modified or Existing tool?",Eligibility of Parent Tool?,Web of Science Topic Label 1,Web of Science Topic Label 2,Web of Science Topic Label 3,Web of Science Topic Label 4,Web of Science Topic Label 5
Kaczor 2018,Systematic review,Test System,Experimental Practice,Not classified,Not classified,Same group of teeth,R,Modified,Eligible,Dentistry,Oral surgery and medicine,,,
Kaczor 2018,Systematic review,Test System,Theory,Methodological Information,Not classified,Teeth free of caries or restoration,R,Modified,Eligible,Dentistry,Oral surgery and medicine,,,
Kaczor 2018,Systematic review,Test System,Theory,PECO,Controls,Use of control groups,R,Modified,Eligible,Dentistry,Oral surgery and medicine,,,
Kantovitz 2010,Systematic review,Analysis,Results,Statistical methods,Not classified,Statistical methods,A,Original,N/A,Dentistry,Oral surgery and medicine,,,
Kantovitz 2010,Systematic review,Not classified,Not classified,Not classified,Not classified,Description of methodology,U,Original,N/A,Dentistry,Oral surgery and medicine,,,
Kantovitz 2010,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Randomisation of teeth,A,Original,N/A,Dentistry,Oral surgery and medicine,,,
Kantovitz 2010,Systematic review,Test System,Experimental Practice,Nonspecific error control,Investigator roles,Independent outcome assessment,A,Original,N/A,Dentistry,Oral surgery and medicine,,,
Kantovitz 2010,Systematic review,Test System,Experimental Practice,Nonspecific error control,Investigator roles,Multiple calibrated examiners,A,Original,N/A,Dentistry,Oral surgery and medicine,,,
Kantovitz 2010,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Non-cavitated enamel caries lesion produced before material application,U,Original,N/A,Dentistry,Oral surgery and medicine,,,
Kantovitz 2010,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Presence of natural human non-cavitated enamel caries lesion,U,Original,N/A,Dentistry,Oral surgery and medicine,,,
Kantovitz 2010,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Reliability of evaluation methods,R,Original,N/A,Dentistry,Oral surgery and medicine,,,
Kantovitz 2010,Systematic review,Test System,Theory,Fit,External validity,Representative study group,A,Original,N/A,Dentistry,Oral surgery and medicine,,,
Kantovitz 2010,Systematic review,Test System,Theory,PECO,Not classified,Inclusion criteria,R,Original,N/A,Dentistry,Oral surgery and medicine,,,
Kesselheim 2015,Systematic review,Analysis,Results,Complete reporting,Not classified,Complete outcome data,A,Modified,Ineligible,Pharmacology and pharmacy,Toxicology,,,
Kesselheim 2015,Systematic review,Analysis,Results,Complete reporting,Not classified,Selective outcome reporting,A,Modified,Ineligible,Pharmacology and pharmacy,Toxicology,,,
Kesselheim 2015,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Allocation concealment,Allocation concealment,A,Modified,Ineligible,Pharmacology and pharmacy,Toxicology,,,
Kesselheim 2015,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding,A,Modified,Ineligible,Pharmacology and pharmacy,Toxicology,,,
Kesselheim 2015,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Other sources of bias,A,Modified,Ineligible,Pharmacology and pharmacy,Toxicology,,,
Kesselheim 2015,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Random allocation of subjects to study groups,A,Modified,Ineligible,Pharmacology and pharmacy,Toxicology,,,
Klimisch 1997,Standalone,Test System,Experimental Practice,Controlling for systematic error,Confounding,Data on confounding variables,U,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Klimisch 1997,Standalone,Test System,Experimental Practice,Nonspecific error control,Not classified,Generally known adequacy of method,U,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Klimisch 1997,Standalone,Test System,Experimental Practice,Nonspecific error control,Not classified,Proof of adequacy of method,U,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Klimisch 1997,Standalone,Test System,Not classified,Not classified,Not classified,Characterisation of test method,U,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Klimisch 1997,Standalone,Test System,Not classified,Not classified,Not classified,Characterisation of test system,U,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Klimisch 1997,Standalone,Test System,Theory,PECO,Controls,Use of negative controls,A,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Klimisch 1997,Standalone,Test System,Theory,PECO,Controls,Use of positive controls,A,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Klimisch 1997,Standalone,Test System,Theory,PECO,Exposure or intervention,Dose of test substance differentiated according to toxicity of substance on test system,U,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Klimisch 1997,Standalone,Test System,Theory,PECO,Exposure or intervention,Volatility of test substance,U,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Klimisch 1997,Standalone,Test System,Verification,Exposure,Not classified,Composition of test substance,U,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Klimisch 1997,Standalone,Test System,Verification,Exposure,Not classified,Purity of test article,U,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Klimisch 1997,Standalone,Test System,Verification,Exposure,Not classified,Source of test article,U,Original,N/A,Medicine,Legal,Pharmacology and toxicology,,
Lenzi 2015,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Sample size calculation,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Pediatrics,,
Lenzi 2015,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of operator of test machine,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Pediatrics,,
Lenzi 2015,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Randomisation of teeth,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Pediatrics,,
Lenzi 2015,Systematic review,Test System,Experimental Practice,Nonspecific error control,Investigator roles,Adhesive procedures performed by same investigator,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Pediatrics,,
Lenzi 2015,Systematic review,Test System,Experimental Practice,Not classified,Not classified,Materials used according to manufacturers instructions,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Pediatrics,,
Liu 2013,Systematic review,Not classified,Not classified,Not classified,Not classified,Rationality of the simulation devices,A,Modified,Ineligible,Andrology,,,,
Liu 2013,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Comparability of experimental groups and controls,A,Modified,Ineligible,Andrology,,,,
Liu 2013,Systematic review,Test System,Theory,Fit,External validity,Representativeness of the outcomes,A,Modified,Ineligible,Andrology,,,,
Liu 2013,Systematic review,Test System,Theory,Fit,External validity,Representativeness of the participant,A,Modified,Ineligible,Andrology,,,,
Louropoulou 2011,Systematic review,Analysis,Results,Statistical methods,Not classified,Measures of variability for primary outcomes,A,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2011,Systematic review,Analysis,Results,Statistical methods,Not classified,Statistical methods,A,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2011,Systematic review,Analysis,Results,Statistical methods,Not classified,Point estimates for primary outcomes,R,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2011,Systematic review,Test System,Experimental Practice,Controlling for random error,Replicates,Reproducibility data,A,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2011,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Power analysis,A,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2011,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Sample size,A,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2011,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of evaluators,A,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2011,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of statistical analysis,A,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2011,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Random allocation of subjects to study groups,A,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2011,Systematic review,Test System,Theory,Fit,External validity,Representative surface,A,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2011,Systematic review,Test System,Theory,PECO,Controls,Comparison conditions,A,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2011,Systematic review,Test System,Verification,Outcomes,Not classified,Validation of evaluation method,A,Original,N/A,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Analysis,Results,Statistical methods,Not classified,Statistical methods,U,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Analysis,Results,Statistical methods,Not classified,Measures of variability for primary outcomes,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Analysis,Results,Statistical methods,Not classified,Point estimates for primary outcomes,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Test System,Experimental Practice,Controlling for random error,Replicates,Reproducibility data,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Sample size,U,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Allocation concealment,Allocation concealment,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of evaluators,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of statistical analysis,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Identical experimental conditions across study groups,U,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Random allocation of subjects to study groups,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Test System,Theory,Fit,External validity,Representative surface,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Louropoulou 2014,Systematic review,Test System,Verification,Outcomes,Not classified,Validation of evaluation method,R,Modified,Eligible,Dentistry,Oral surgery and medicine,Engineering,Biomedical,
Lovell 2008,Standalone,Analysis,Results,Statistical methods,Not classified,Confidence intervals,U,Original,N/A,Genetics heredity,Toxicology,,,
Lovell 2008,Standalone,Analysis,Results,Statistical methods,Not classified,Summary statistics in analysing samples,U,Original,N/A,Genetics heredity,Toxicology,,,
Lovell 2008,Standalone,Analysis,Results,Statistical methods,Not classified,Statistical methods,A,Original,N/A,Genetics heredity,Toxicology,,,
Lovell 2008,Standalone,Analysis,Results,Visualisation methods,Not classified,Data visualisation methods,U,Original,N/A,Genetics heredity,Toxicology,,,
Lovell 2008,Standalone,Test System,Experimental Practice,Nonspecific error control,Not classified,Identification of experimental unit,U,Original,N/A,Genetics heredity,Toxicology,,,
Lovell 2008,Standalone,Test System,Theory,PECO,Controls,Use of historical controls,A,Original,N/A,Genetics heredity,Toxicology,,,
